"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","significance","symbol","entrez","name"
"ENSG00000131409",2.68143972772605,0.584742657970216,1.08302298859015,0.539917124687648,0.58925418750939,0.693644426159216,"Not significant","LRRC4B","94030","leucine rich repeat containing 4B"
"ENSG00000177917",201.659299301671,-0.068796069406398,0.127506593542546,-0.539549112677396,0.589508018409534,0.693689341631621,"Not significant","ARL6IP6","151188","ARF like GTPase 6 interacting protein 6"
"ENSG00000187736",2.27655279135863,-0.62788035444337,1.16378047304672,-0.539517863536247,0.5895295743696,0.693689341631621,"Not significant","NHEJ1","79840","non-homologous end joining factor 1"
"ENSG00000123999",3.59298515842768,-0.550080007163971,1.01947221033584,-0.539573321947402,0.589491318870577,0.693689341631621,"Not significant","INHA","3623","inhibin subunit alpha"
"ENSG00000204564",118.802814876221,-0.0896339856074148,0.166105634169994,-0.539620381062344,0.589458858147353,0.693689341631621,"Not significant","C6orf136","221545","chromosome 6 open reading frame 136"
"ENSG00000126756",360.138427307252,0.0525773708958715,0.0974721527783132,0.539409148123068,0.589604570145424,0.693689341631621,"Not significant","UXT","8409","ubiquitously expressed prefoldin like chaperone"
"ENSG00000081181",29.8058586246678,0.178641917421467,0.33106344731873,0.539600245416041,0.589472747335336,0.693689341631621,"Not significant","ARG2","384","arginase 2"
"ENSG00000142513",0.637804574925574,1.21965052610943,2.26119091778867,0.539384143335489,0.589621819963313,0.693689341631621,"Not significant","ACP4","93650","acid phosphatase 4"
"ENSG00000185187",96.5308975757794,0.0980765092913073,0.182184779441808,0.53833536254676,0.590345541943277,0.694374508951318,"Not significant","SIGIRR","59307","single Ig and TIR domain containing"
"ENSG00000224383",2.70068396283991,0.595504082919947,1.10605943640816,0.538401521037421,0.590299876511535,0.694374508951318,"Not significant","PRR29","92340","proline rich 29"
"ENSG00000268182",2.88562868883862,0.593134020869868,1.10165294655105,0.538403698484895,0.590298373571415,0.694374508951318,"Not significant","SMIM17","147670","small integral membrane protein 17"
"ENSG00000182993",13.585468900063,0.2552521652174,0.47422393482838,0.53825238768215,0.59040281705764,0.694386459005306,"Not significant","C12orf60","144608","chromosome 12 open reading frame 60"
"ENSG00000172748",29.3102168447354,0.178616450160248,0.332788892778631,0.536725996678811,0.591456896047363,0.695515178644063,"Not significant","ZNF596","169270","zinc finger protein 596"
"ENSG00000179846",2.74426001079942,-0.595570138620031,1.10962743498844,-0.536729824660686,0.591454251478739,0.695515178644063,"Not significant","NKPD1","284353","NTPase KAP family P-loop domain containing 1"
"ENSG00000054179",1.51219817311667,0.827432565933256,1.54233890464092,0.536479086044903,0.59162748620947,0.69566027539135,"Not significant","ENTPD2","954","ectonucleoside triphosphate diphosphohydrolase 2"
"ENSG00000177989",1.98079807507719,-0.658604882176744,1.22902858069956,-0.535874342158802,0.592045398233594,0.696096137149319,"Not significant","CIMAP1B","440836","ciliary microtubule associated protein 1B"
"ENSG00000163520",724.96801254955,0.0413183902584044,0.0771594932433097,0.535493281793774,0.592308801942686,0.69635028103313,"Not significant","FBLN2","2199","fibulin 2"
"ENSG00000116539",1537.30561582192,-0.0306194832627408,0.0571928765518717,-0.535372324470691,0.592392423578247,0.696393039698189,"Not significant","ASH1L","55870","ASH1 like histone lysine methyltransferase"
"ENSG00000197372",68.5456616693294,0.115200808120416,0.215285222788123,0.535107828714247,0.592575296753825,0.69655245841106,"Not significant","ZNF675","171392","zinc finger protein 675"
"ENSG00000136875",606.559477202833,-0.0418928269227594,0.0783474845113275,-0.534705449499179,0.592853552614148,0.696657284199276,"Not significant","PRPF4","9128","pre-mRNA splicing tri-snRNP complex factor PRPF4"
"ENSG00000180425",16.8758493645692,-0.232237695159102,0.434267634875787,-0.534780113709208,0.592801915814633,0.696657284199276,"Not significant","C11orf71","54494","chromosome 11 open reading frame 71"
"ENSG00000182950",2.37263046351429,-0.618468765482895,1.1566062473555,-0.534727152734113,0.592838542725746,0.696657284199276,"Not significant","CIMAP1C","161753","ciliary microtubule associated protein 1C"
"ENSG00000101144",1.40222842658556,0.844703524015298,1.57934761762807,0.534843320486917,0.592758204438201,0.696657284199276,"Not significant","BMP7","655","bone morphogenetic protein 7"
"ENSG00000121410",5.51379989769784,0.403236180306326,0.755226873912342,0.533927213444378,0.593391893269832,0.697234291876806,"Not significant","A1BG","1","alpha-1-B glycoprotein"
"ENSG00000159556",13.5515026010791,-0.252126240342781,0.472498657715245,-0.533602024526231,0.593616907267026,0.697443078707065,"Not significant","ISL2","64843","ISL LIM homeobox 2"
"ENSG00000153406",240.900278970467,-0.0654787241612016,0.122766034022937,-0.533361891848424,0.59378309178757,0.697582718753703,"Not significant","NMRAL1","57407","NmrA like redox sensor 1"
"ENSG00000161955",11.5851280458679,-0.275334976994565,0.516332309433471,-0.533251497076888,0.593859497953994,0.697616872377328,"Not significant","TNFSF13","8741","TNF superfamily member 13"
"ENSG00000133019",0.612139434262387,1.21869335808244,2.28658422381374,0.532975494797129,0.594050543673966,0.69761887750334,"Not significant","CHRM3","1131","cholinergic receptor muscarinic 3"
"ENSG00000134321",0.612139434262387,1.21869335808244,2.28658422381374,0.532975494797129,0.594050543673966,0.69761887750334,"Not significant","RSAD2","91543","radical S-adenosyl methionine domain containing 2"
"ENSG00000174844",0.612139434262387,1.21869335808244,2.28658422381374,0.532975494797129,0.594050543673966,0.69761887750334,"Not significant","DNAH12","201625","dynein axonemal heavy chain 12"
"ENSG00000269881",0.612139434262387,1.21869335808244,2.28658422381374,0.532975494797129,0.594050543673966,0.69761887750334,"Not significant",NA,NA,NA
"ENSG00000171847",1.64342542826725,-0.74987872941954,1.40737847791883,-0.53281952309547,0.594158517987402,0.697634499529822,"Not significant","FAM90A1","55138","family with sequence similarity 90 member A1"
"ENSG00000088881",13.4565283573252,0.262278116355974,0.49219184508799,0.532877817813267,0.594118161333738,0.697634499529822,"Not significant","EBF4","57593","EBF family member 4"
"ENSG00000108039",1372.61086433769,0.0306425553087695,0.0575254942838427,0.53267782728772,0.594256617326759,0.697694099112704,"Not significant","XPNPEP1","7511","X-prolyl aminopeptidase 1"
"ENSG00000273542",4.07776021271875,0.477811054851538,0.898235263435992,0.531944218070199,0.594764630614646,0.698234915246029,"Not significant","H4C12","8362","H4 clustered histone 12"
"ENSG00000280071",49.7353660738949,-0.134518952128761,0.252949127581844,-0.531802396057825,0.594862863090966,0.698294613798061,"Not significant","LOC102724023","102724023","glutamine amidotransferase class 1 domain containing 3B"
"ENSG00000139714",3.37451092338959,0.511429680299331,0.962197995505856,0.53152228822765,0.595056900478315,0.698466756869178,"Not significant","MORN3","283385","MORN repeat containing 3"
"ENSG00000147133",528.182690979989,-0.0449773448577618,0.0846741902081467,-0.531181281417609,0.59529316303906,0.698688431701017,"Not significant","TAF1","6872","TATA-box binding protein associated factor 1"
"ENSG00000185842",50.7751312714507,0.135539595350772,0.255371430196899,0.530754733394674,0.595588752072126,0.698979696451584,"Not significant","DNAH14","127602","dynein axonemal heavy chain 14"
"ENSG00000119640",54.3311646154188,0.131382761597496,0.24763041672367,0.530559869566046,0.595723810983029,0.699082532547805,"Not significant","ACYP1","97","acylphosphatase 1"
"ENSG00000105750",48.8478919130524,0.134692181982064,0.254314457708059,0.529628489060124,0.596369537846469,0.699784573947552,"Not significant","ZNF85","7639","zinc finger protein 85"
"ENSG00000255561",18.3790371449054,-0.22177317820343,0.419687657143589,-0.528424351844959,0.597204839325601,0.700708934159757,"Not significant","FDXACB1","91893","ferredoxin-fold anticodon binding domain containing 1"
"ENSG00000161267",34.7645746685446,-0.165122522221849,0.312534704186721,-0.528333397891064,0.597267955048114,0.70072720279407,"Not significant","BDH1","622","3-hydroxybutyrate dehydrogenase 1"
"ENSG00000176732",2.42284015385479,-0.599573280862893,1.13567824416336,-0.527942913359752,0.597538958631343,0.700934247902988,"Not significant","PFN4","375189","profilin family member 4"
"ENSG00000146350",54.1785648991609,-0.129595715963654,0.245473368227578,-0.527942061085444,0.597539550186805,0.700934247902988,"Not significant","TBC1D32","221322","TBC1 domain family member 32"
"ENSG00000143324",1045.23937764273,-0.0338836709633117,0.0642006690824151,-0.527777536396309,0.597653750188019,0.701012413073698,"Not significant","XPR1","9213","xenotropic and polytropic retrovirus receptor 1"
"ENSG00000106682",5608.1777235739,-0.0208434770967894,0.0395432487662378,-0.527105833413102,0.598120096035968,0.701336142523518,"Not significant","EIF4H","7458","eukaryotic translation initiation factor 4H"
"ENSG00000107159",5.33518865082409,-0.425033999119275,0.806233658276172,-0.52718463779849,0.598065375654481,0.701336142523518,"Not significant","CA9","768","carbonic anhydrase 9"
"ENSG00000204323",2.55317472648563,-0.619487906670167,1.17487602010775,-0.527279386137571,0.597999587081248,0.701336142523518,"Not significant","SMIM5","643008","small integral membrane protein 5"
"ENSG00000099949",1122.26411559198,-0.0355953308938679,0.067523795900236,-0.527152397451985,0.598087762510228,0.701336142523518,"Not significant","LZTR1","8216","leucine zipper like post translational regulator 1"
"ENSG00000121022",642.841219064,0.0408786564304454,0.0775712031130689,0.526982369615437,0.598205831699352,0.701380870929598,"Not significant","COPS5","10987","COP9 signalosome subunit 5"
"ENSG00000165028",3.4342709795802,0.501688085900299,0.952166057524437,0.526891377754686,0.598269021788583,0.701399160219564,"Not significant","NIPSNAP3B","55335","nipsnap homolog 3B"
"ENSG00000203797",0.93346462813406,-1.0333175937679,1.96258410222956,-0.526508694630727,0.598534812572594,0.701487560055259,"Not significant","DDO","8528","D-aspartate oxidase"
"ENSG00000158865",0.93346462813406,-1.0333175937679,1.96258410222956,-0.526508694630727,0.598534812572594,0.701487560055259,"Not significant","SLC5A11","115584","solute carrier family 5 member 11"
"ENSG00000129990",2.86325499342397,0.580396535813823,1.10212156971344,0.526617527288512,0.598459217905098,0.701487560055259,"Not significant","SYT5","6861","synaptotagmin 5"
"ENSG00000183066",0.93346462813406,-1.0333175937679,1.96258410222956,-0.526508694630727,0.598534812572594,0.701487560055259,"Not significant","WBP2NL","164684","WBP2 N-terminal like"
"ENSG00000188707",0.938730985463538,0.993505912017827,1.88773790292355,0.526294413265305,0.598683664091413,0.701494660628021,"Not significant",NA,NA,NA
"ENSG00000254469",10.3673462644313,-0.291495753920581,0.553812192003736,-0.52634405332596,0.598649179904734,0.701494660628021,"Not significant","XNDC1N","100133315","XRCC1 N-terminal domain containing 1, N-terminal like"
"ENSG00000165828",0.938730985463538,0.993505912017827,1.88773790292355,0.526294413265305,0.598683664091413,0.701494660628021,"Not significant","PRAP1","118471","proline rich acidic protein 1"
"ENSG00000254827",2.25017874455725,0.624129086292576,1.18673392413753,0.525921669211715,0.598942632429731,0.701742309941123,"Not significant","SLC67A1-AS","5003","SLC67A1 antisense RNA"
"ENSG00000168993",3.70000036513899,0.474654344731391,0.903294994308944,0.525469915943152,0.599256561406854,0.702054308586185,"Not significant","CPLX1","10815","complexin 1"
"ENSG00000128617",71.9982942744778,-0.111385696857145,0.21208442677963,-0.525195077019407,0.599447586867957,0.702222282430646,"Not significant","OPN1SW","611","opsin 1, short wave sensitive"
"ENSG00000178568",1.48452416313858,0.780871299190106,1.48703954591109,0.525118045002413,0.599501132545792,0.702229191818462,"Not significant","ERBB4","2066","erb-b2 receptor tyrosine kinase 4"
"ENSG00000162039",1.68191389849496,-0.709920111344337,1.35228325206483,-0.524978853550353,0.599597891322985,0.702286714004462,"Not significant","MEIOB","254528","meiosis specific with OB-fold"
"ENSG00000143093",711.165635854839,-0.0402083449514227,0.0766151504288174,-0.524809319388858,0.599715752350177,0.702313131357721,"Not significant","STRIP1","85369","striatin interacting protein 1"
"ENSG00000163362",1.31574665072105,-0.820063981640968,1.56255102056669,-0.524823811092938,0.599705677232509,0.702313131357721,"Not significant","INAVA","55765","innate immunity activator"
"ENSG00000164591",1.98938983488919,-0.676357955349018,1.28905763273553,-0.524691788926231,0.59979746629179,0.70235301590723,"Not significant","MYOZ3","91977","myozenin 3"
"ENSG00000106992",156.586896106508,0.0765355275839513,0.146042182779154,0.524064527984281,0.60023365939316,0.702807950435878,"Not significant","AK1","203","adenylate kinase 1"
"ENSG00000009780",88.8892375846076,0.0989260530163676,0.18884557624844,0.523846282140193,0.600385459742341,0.702898048170133,"Not significant","FAM76A","199870","family with sequence similarity 76 member A"
"ENSG00000147687",186.415213662042,0.0723748731645446,0.138168302958787,0.523816762706657,0.600405993242896,0.702898048170133,"Not significant","TATDN1","83940","TatD DNase domain containing 1"
"ENSG00000147059",1.69579380707021,0.715164539470064,1.36601847754188,0.523539433197848,0.600598917108357,0.703068057215486,"Not significant","SPIN2A","54466","spindlin family member 2A"
"ENSG00000118482",958.612217239933,-0.0343868510341557,0.0656904198844939,-0.523468278854351,0.600648420039027,0.703070162380683,"Not significant","PHF3","23469","PHD finger protein 3"
"ENSG00000005471",0.57475307348642,1.21725038478144,2.32678530118178,0.523146843055608,0.60087206975802,0.703108579920103,"Not significant","ABCB4","5244","ATP binding cassette subfamily B member 4"
"ENSG00000253457",0.57475307348642,1.21725038478144,2.32678530118178,0.523146843055608,0.60087206975802,0.703108579920103,"Not significant","SMIM18","100507341","small integral membrane protein 18"
"ENSG00000175513",1.80046323903787,0.682824981351047,1.30488146863648,0.523285062868244,0.600775894085319,0.703108579920103,"Not significant","TSGA10IP","254187","testis specific 10 interacting protein"
"ENSG00000277481",0.57475307348642,1.21725038478144,2.32678530118178,0.523146843055608,0.60087206975802,0.703108579920103,"Not significant","PKD1L3","342372","polycystin 1 like 3, transient receptor potential channel interacting"
"ENSG00000119402",1345.88716306871,0.0324018419669606,0.0619584637577622,0.522960706282865,0.601001597847076,0.703203599861924,"Not significant","FBXW2","26190","F-box and WD repeat domain containing 2"
"ENSG00000100554",1450.7802598788,-0.0298640446099355,0.057113105976384,-0.522893022527687,0.601048700465508,0.703203599861924,"Not significant","ATP6V1D","51382","ATPase H+ transporting V1 subunit D"
"ENSG00000222014",2.36620955796496,-0.589911068079154,1.12861311798345,-0.522686701651297,0.601192294000608,0.70331576670749,"Not significant","RAB6C","84084","RAB6C, member RAS oncogene family"
"ENSG00000140264",3823.30428658993,-0.0225909041771079,0.0432642883704501,-0.522160539974066,0.601558557843477,0.703688389991044,"Not significant","SERF2","10169","small EDRK-rich factor 2"
"ENSG00000197345",257.827440516239,-0.0609948568206767,0.116919036465165,-0.52168456621561,0.601889972320405,0.704020191433185,"Not significant","MRPL21","219927","mitochondrial ribosomal protein L21"
"ENSG00000130856",170.473321117063,0.0786920270775742,0.151019070754173,0.521073442477131,0.602315610677863,0.704462143494195,"Not significant","ZNF236","7776","zinc finger protein 236"
"ENSG00000015133",3.29382754293828,-0.541907978078399,1.0409104585151,-0.520609600610077,0.6026387599586,0.704784164757169,"Not significant","CCDC88C","440193","coiled-coil domain containing 88C"
"ENSG00000117222",418.998870853877,-0.0485554868080128,0.0933311314412976,-0.520249632230728,0.602889596461255,0.70485660513736,"Not significant","RBBP5","5929","RB binding protein 5, histone lysine methyltransferase complex subunit"
"ENSG00000153086",0.998936683735799,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.70485660513736,"Not significant","ACMSD","130013","aminocarboxymuconate semialdehyde decarboxylase"
"ENSG00000213760",20.748695428574,0.204928615240013,0.394010954833202,0.520108927749904,0.60298765623367,0.70485660513736,"Not significant","ATP6V1G2","534","ATPase H+ transporting V1 subunit G2"
"ENSG00000197024",307.098035009372,0.0564649410604461,0.108527884405822,0.520280491687323,0.60286809084724,0.70485660513736,"Not significant","ZNF398","57541","zinc finger protein 398"
"ENSG00000102539",0.935885182296645,2.05954375785324,3.95931465735216,0.520176832631582,0.602940331064753,0.70485660513736,"Not significant","MLNR","2862","motilin receptor"
"ENSG00000186566",1004.88488063236,-0.0336090258948535,0.0645907654068595,-0.520337941238954,0.602828055809802,0.70485660513736,"Not significant","GPATCH8","23131","G-patch domain containing 8"
"ENSG00000185689",3.6301314449373,-0.480766762160522,0.92486182149317,-0.519825503645869,0.603185201957164,0.705031604920667,"Not significant",NA,NA,NA
"ENSG00000148356",300.653748169885,0.0560635557575433,0.10802245383925,0.518999094771283,0.603761372509625,0.705649096593723,"Not significant","LRSAM1","90678","leucine rich repeat and sterile alpha motif containing 1"
"ENSG00000122687",412.448694559797,-0.0472173403597121,0.0910331858553587,-0.51868271901123,0.603982014475133,0.705850997489058,"Not significant","MRM2","29960","mitochondrial rRNA methyltransferase 2"
"ENSG00000115392",87.1686479558477,0.101191889244038,0.195410171369384,0.517843511087018,0.604567457458559,0.706479161752636,"Not significant","FANCL","55120","FA complementation group L"
"ENSG00000182923",327.25966357411,0.052678684409436,0.101763215810112,0.51765939185465,0.60469593561657,0.706552286402244,"Not significant","CEP63","80254","centrosomal protein 63"
"ENSG00000176476",49.02102035783,-0.134216664754208,0.259320117815115,-0.517571354991823,0.604757371951378,0.706552286402244,"Not significant","SGF29","112869","SAGA complex associated factor 29"
"ENSG00000100292",224.720948397048,-0.0634919172858576,0.122678379409542,-0.517547734095018,0.604773856219589,0.706552286402244,"Not significant","HMOX1","3162","heme oxygenase 1"
"ENSG00000163026",233.171082767874,-0.0628385914776616,0.121556714993988,-0.516948746770342,0.605191937641315,0.706984684286437,"Not significant","WDCP","80304","WD repeat and coiled coil containing"
"ENSG00000113532",5.01105763822565,0.421006186326364,0.814737932075942,0.516738167883807,0.605338948346294,0.707100374156113,"Not significant","ST8SIA4","7903","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 4"
"ENSG00000162688",371.515600127008,0.0552305655398728,0.106901109703559,0.516651002903799,0.605399805212097,0.707115416802654,"Not significant","AGL","178","amylo-alpha-1,6-glucosidase and 4-alpha-glucanotransferase"
"ENSG00000100347",748.732737818664,-0.0374386355013495,0.0725066813948566,-0.51634738731823,0.605611805008717,0.707306980126672,"Not significant","SAMM50","25813","SAMM50 sorting and assembly machinery component"
"ENSG00000169403",1.75555386326082,0.692509248326528,1.34160975474037,0.516177857144863,0.605730194033713,0.707357409826745,"Not significant","PTAFR","5724","platelet activating factor receptor"
"ENSG00000255837",2.63123003738556,0.576017372481217,1.11599242838846,0.51614810085496,0.605750974991406,0.707357409826745,"Not significant","TAS2R20","259295","taste 2 receptor member 20"
"ENSG00000119707",1908.29242668574,0.0264575344914506,0.0513001382765343,0.51574002293777,0.606035997351721,0.707634172791131,"Not significant","RBM25","58517","RNA binding motif protein 25"
"ENSG00000123411",171.267439424805,0.0722671856331725,0.140283207333778,0.51515207704958,0.606446754121516,0.708057693277581,"Not significant","IKZF4","64375","IKAROS family zinc finger 4"
"ENSG00000101997",228.419790362662,-0.0630822797796068,0.12252469620672,-0.514853590603286,0.606655333401971,0.708245112775526,"Not significant","CCDC22","28952","CCC complex scaffolding subunit CCDC22"
"ENSG00000124104",254.418055767643,0.0604079806415593,0.117349542061297,0.514769632505299,0.606714008240533,0.708257509184077,"Not significant","SNX21","90203","sorting nexin family member 21"
"ENSG00000182175",2.53805060716489,-0.582534564124333,1.13191398792983,-0.514645609415726,0.606800687482709,0.70830259243784,"Not significant","RGMA","56963","repulsive guidance molecule BMP co-receptor a"
"ENSG00000262481",2.00317177049183,-0.636914877567119,1.23795561760077,-0.514489266425802,0.6069099628574,0.708374042337243,"Not significant",NA,NA,NA
"ENSG00000104221",125.676197947756,-0.0853301292470879,0.166122270346822,-0.513658578521348,0.607490716582192,0.708995738120711,"Not significant","BRF2","55290","BRF2 general transcription factor IIIB subunit"
"ENSG00000163794",3.56233812709566,0.528178421757045,1.02930430078105,0.513141178324289,0.607852568684859,0.709234781137209,"Not significant","UCN","7349","urocortin"
"ENSG00000131732",331.012130897248,-0.0537276090146556,0.104685905531797,-0.513226768605795,0.607792703118081,0.709234781137209,"Not significant","ZCCHC9","84240","zinc finger CCHC-type containing 9"
"ENSG00000126890",251.79039014847,-0.0584220601705893,0.113853207533442,-0.513134951893462,0.60785692382408,0.709234781137209,"Not significant","CTAG2","30848","cancer/testis antigen 2"
"ENSG00000162032",3.9157416530895,0.495050100610332,0.96483976273197,0.513090483759276,0.607888027909161,0.709234781137209,"Not significant","SPSB3","90864","splA/ryanodine receptor domain and SOCS box containing 3"
"ENSG00000164221",155.782154485612,-0.0753656550328307,0.147070911554598,-0.512444332031304,0.608340071120902,0.709634597205103,"Not significant","CCDC112","153733","coiled-coil domain containing 112"
"ENSG00000179304",2.51903759041682,0.572955580403081,1.11815854116746,0.512409966304834,0.60836411733581,0.709634597205103,"Not significant","FAM156A","29057","family with sequence similarity 156 member A"
"ENSG00000152457",123.318639164129,0.0836191503404035,0.163193012820908,0.512394182171079,0.60837516187315,0.709634597205103,"Not significant","DCLRE1C","64421","DNA cross-link repair 1C"
"ENSG00000144028",4104.60455596507,-0.0230681933704829,0.0450546763062514,-0.512004419112476,0.608647916774139,0.709896565164392,"Not significant","SNRNP200","23020","small nuclear ribonucleoprotein U5 subunit 200"
"ENSG00000134602",4.17225155102077,0.452742381675485,0.884580682271986,0.511815813694514,0.608779921768729,0.709994340985006,"Not significant","STK26","51765","serine/threonine kinase 26"
"ENSG00000090863",5739.3865192164,0.0217702851832743,0.0425444447229049,0.511706882650972,0.608856168447865,0.710022368998423,"Not significant","GLG1","2734","golgi glycoprotein 1"
"ENSG00000273554",0.998491041654146,0.946854164141988,1.85061192025157,0.511643826444862,0.608900306810359,0.710022368998423,"Not significant",NA,NA,NA
"ENSG00000123131",1721.14200348496,0.0283428438301488,0.055443576302008,0.511201580427673,0.609209912146682,0.710327190286218,"Not significant","PRDX4","10549","peroxiredoxin 4"
"ENSG00000116863",411.168518080338,-0.047147767965556,0.0923689139358725,-0.510428952301946,0.609750977657912,0.710901820166309,"Not significant","ADPRS","54936","ADP-ribosylserine hydrolase"
"ENSG00000084734",0.919486750349679,0.966983838793823,1.89634504671882,0.509919774603764,0.610107667554315,0.711148908922453,"Not significant","GCKR","2646","glucokinase regulator"
"ENSG00000154479",0.919486750349679,0.966983838793823,1.89634504671882,0.509919774603764,0.610107667554315,0.711148908922453,"Not significant","CFAP210","129881","cilia and flagella associated protein 210"
"ENSG00000166689",0.919486750349679,0.966983838793823,1.89634504671882,0.509919774603764,0.610107667554315,0.711148908922453,"Not significant","PLEKHA7","144100","pleckstrin homology domain containing A7"
"ENSG00000267796",39.1115723042556,-0.146376244328587,0.287117048873806,-0.509813836909848,0.610181890823007,0.711179178090113,"Not significant","LIN37","55957","lin-37 DREAM MuvB core complex component"
"ENSG00000122783",195.764955916027,-0.067097266951592,0.131753929124972,-0.509261981006641,0.610568603184573,0.71157362594767,"Not significant","CYREN","78996","cell cycle regulator of NHEJ"
"ENSG00000160221",2.65114981399678,-0.565317096077875,1.11040324005951,-0.509109732107388,0.610675310552118,0.711641711624663,"Not significant","GATD3","8209","glutamine amidotransferase class 1 domain containing 3"
"ENSG00000188672",3.88108823940111,-0.469511367355116,0.922551213267706,-0.508927158300612,0.610803282779846,0.711734565275883,"Not significant","RHCE","6006","Rh blood group CcEe antigens"
"ENSG00000148337",1707.13229227046,0.0280433819878859,0.0551290639385065,0.508685981303197,0.610972350217696,0.71187528638694,"Not significant","CIZ1","25792","CDKN1A interacting zinc finger protein 1"
"ENSG00000119547",2.03413722571847,-0.631392136225721,1.24158701126368,-0.508536357498696,0.611077248397101,0.71194122425901,"Not significant","ONECUT2","9480","one cut homeobox 2"
"ENSG00000147485",3.97103006526123,0.464791131951115,0.914465815902878,0.508265179373833,0.611267386157979,0.712095849713987,"Not significant","PXDNL","137902","peroxidasin like"
"ENSG00000175564",6.93918710737508,0.354811503031306,0.698160255519297,0.508209254574932,0.611306601342201,0.712095849713987,"Not significant","UCP3","7352","uncoupling protein 3"
"ENSG00000183624",383.817245059224,0.0508755063232837,0.100193223596185,0.507773924196016,0.6116118986705,0.712338878031123,"Not significant","HMCES","56941","5-hydroxymethylcytosine binding, ES cell specific"
"ENSG00000146856",8.38222526642826,-0.313640709544174,0.617631815226135,-0.507811776874448,0.611585349895705,0.712338878031123,"Not significant","AGBL3","340351","AGBL carboxypeptidase 3"
"ENSG00000235961",3.84454212237678,-0.502657830062174,0.99025281308582,-0.507605556298088,0.61172999323104,0.712420121709923,"Not significant","PNMA6A","84968","PNMA family member 6A"
"ENSG00000001630",84.2276737363165,-0.103289786313999,0.203653835988222,-0.50718311203317,0.612026343370079,0.712652622942895,"Not significant","CYP51A1","1595","cytochrome P450 family 51 subfamily A member 1"
"ENSG00000120868",837.310217475184,0.0361661528394842,0.0713012690157967,0.507230142446296,0.611993347782389,0.712652622942895,"Not significant","APAF1","317","apoptotic peptidase activating factor 1"
"ENSG00000109610",76.6694099547888,0.107504695622081,0.212134198152289,0.506776825983073,0.612311418216886,0.712928241561104,"Not significant","SOD3","6649","superoxide dismutase 3"
"ENSG00000004838",3.10139316657933,-0.540834402994071,1.06753953021612,-0.506617682704998,0.612423098760791,0.713001945614704,"Not significant","ZMYND10","51364","zinc finger MYND-type containing 10"
"ENSG00000180509",1.57724446652731,-0.704174273675027,1.39014462494876,-0.506547492280511,0.612472358524045,0.713002971558244,"Not significant","KCNE1","3753","potassium voltage-gated channel subfamily E regulatory subunit 1"
"ENSG00000185669",23.4493507312657,-0.183070484278083,0.361622617851783,-0.506247328680966,0.612683033623499,0.713191892389473,"Not significant","SNAI3","333929","snail family transcriptional repressor 3"
"ENSG00000243335",309.065958260295,0.0563973036268171,0.111433968690846,0.506105133734235,0.612782846823448,0.713251745102194,"Not significant","KCTD7","154881","potassium channel tetramerization domain containing 7"
"ENSG00000109771",17.5232202942315,0.220930109104198,0.436808307736294,0.50578275456605,0.613009166251665,0.713458824308382,"Not significant","LRP2BP","55805","LRP2 binding protein"
"ENSG00000087842",111.794035265168,-0.0865879902763036,0.171310702242033,-0.505444138300065,0.613246924328468,0.713657071123207,"Not significant","PIR","8544","pirin"
"ENSG00000121380",1.55487077111267,-0.731087942767559,1.44654670620621,-0.505402238054898,0.613276347250334,0.713657071123207,"Not significant","BCL2L14","79370","BCL2 like 14"
"ENSG00000156345",90.1419763923999,-0.0940866102442743,0.186241931784958,-0.505184892266422,0.613428980416069,0.713721979424648,"Not significant","CDK20","23552","cyclin dependent kinase 20"
"ENSG00000150456",85.8837637434573,0.0992739109337134,0.196498501101146,0.505214596434061,0.613408119390411,0.713721979424648,"Not significant","EEF1AKMT1","221143","EEF1A lysine methyltransferase 1"
"ENSG00000167699",529.144945992135,0.0424837291686407,0.0841087486343618,0.505104758523115,0.613485259335375,0.713731113994692,"Not significant","GLOD4","51031","glyoxalase domain containing 4"
"ENSG00000163126",2.90555118275635,0.520462649909061,1.0306691385933,0.504975486720609,0.613576053323018,0.713780398916619,"Not significant","ANKRD23","200539","ankyrin repeat domain 23"
"ENSG00000132965",2.87855271427562,-0.537796110877679,1.06529122941223,-0.50483482453376,0.613674854075058,0.71379761282913,"Not significant","ALOX5AP","241","arachidonate 5-lipoxygenase activating protein"
"ENSG00000261740",15.0869389655561,0.241381806258487,0.478157507469348,0.504816514407569,0.613687715575919,0.71379761282913,"Not significant","BOLA2-SMG1P6","107282092","BOLA2-SMG1P6 readthrough"
"ENSG00000204351",897.925189783503,0.0342053660162644,0.0678754403562156,0.503943191185972,0.614301298140938,0.7144189817601,"Not significant","SKIC2","6499","SKI2 subunit of superkiller complex"
"ENSG00000132010",5.19362925204602,0.385322666488612,0.76465326168135,0.503918162385588,0.614318886948416,0.7144189817601,"Not significant","ZNF20","7568","zinc finger protein 20"
"ENSG00000188612",2125.37401442674,-0.0260774048607274,0.0517654327282247,-0.503760974966387,0.614429354335443,0.714491070237948,"Not significant","SUMO2","6613","small ubiquitin like modifier 2"
"ENSG00000213694",1447.53433699349,0.0295361462669145,0.0586808138162948,0.503335661965764,0.614728297525978,0.714782299718964,"Not significant","S1PR3","1903","sphingosine-1-phosphate receptor 3"
